applicant_id,age,annual_income,employment_type,education,credit_score,loan_amount,num_dependents,months_employed,region,has_default
10725,58.0,33344.0,self-employed,highschool,752.0,6461.0,1,,east,0
10726,43.0,25530.0,unemployed,highschool,621.0,14848.0,1,105.0,west,0
10727,49.0,36873.0,salaried,highschool,555.0,16393.0,1,,west,0
10728,26.0,100773.0,salaried,highschool,679.0,37100.0,1,25.0,east,0
10729,27.0,21328.0,salaried,bachelor,621.0,3541.0,2,17.0,east,0
10730,45.0,22364.0,salaried,bachelor,636.0,7975.0,0,65.0,south,0
10731,41.0,20932.0,salaried,bachelor,624.0,11975.0,1,37.0,west,1
10732,47.0,95198.0,unemployed,bachelor,850.0,38217.0,1,52.0,west,0
10733,38.0,31851.0,salaried,bachelor,448.0,9629.0,3,48.0,west,0
10734,43.0,39624.0,self-employed,highschool,615.0,14881.0,3,31.0,west,1
10735,,32814.0,self-employed,master,650.0,17820.0,3,16.0,central,0
10736,49.0,25029.0,salaried,bachelor,580.0,13927.0,1,41.0,central,1
10737,50.0,35683.0,self-employed,bachelor,731.0,10706.0,1,58.0,central,0
10738,21.0,137190.0,self-employed,master,723.0,55429.0,1,60.0,south,1
10739,18.0,80502.0,salaried,master,646.0,19288.0,0,35.0,north,0
10740,52.0,26200.0,salaried,bachelor,626.0,8529.0,0,104.0,north,0
10741,54.0,55481.0,salaried,bachelor,640.0,11648.0,0,26.0,west,0
10742,28.0,26482.0,self-employed,master,641.0,9686.0,2,7.0,central,0
10743,18.0,16512.0,salaried,master,643.0,6425.0,2,91.0,west,0
10744,41.0,66820.0,salaried,highschool,633.0,17969.0,1,57.0,west,0
10745,51.0,71686.0,unemployed,bachelor,673.0,16922.0,0,42.0,north,0
10746,62.0,67713.0,self-employed,master,718.0,11884.0,2,70.0,east,0
10747,46.0,31732.0,self-employed,master,539.0,5387.0,1,47.0,west,0
10748,36.0,36924.0,unemployed,highschool,555.0,16827.0,1,21.0,north,0
10749,29.0,58389.0,salaried,bachelor,493.0,12310.0,1,25.0,west,0
10750,40.0,48813.0,salaried,bachelor,728.0,7761.0,1,45.0,south,0
10751,36.0,32964.0,self-employed,highschool,673.0,19760.0,0,38.0,north,0
10752,28.0,17863.0,salaried,bachelor,695.0,4108.0,1,,west,0
10753,,42486.0,salaried,bachelor,521.0,23284.0,2,37.0,east,0
10754,61.0,68838.0,self-employed,highschool,811.0,27851.0,2,36.0,east,0
10755,54.0,22053.0,salaried,highschool,595.0,10090.0,2,,east,0
10756,29.0,55237.0,salaried,master,665.0,21015.0,0,31.0,west,0
10757,50.0,47371.0,salaried,master,727.0,9020.0,0,32.0,east,0
10758,48.0,58400.0,self-employed,master,561.0,30574.0,2,23.0,central,1
10759,,62068.0,salaried,master,601.0,31902.0,2,59.0,central,0
10760,55.0,28361.0,salaried,phd,666.0,7795.0,3,49.0,east,1
10761,48.0,17881.0,self-employed,bachelor,850.0,8618.0,0,48.0,north,1
10762,49.0,30738.0,unemployed,highschool,677.0,11420.0,0,18.0,south,0
10763,48.0,62603.0,salaried,master,795.0,34715.0,1,,west,1
10764,44.0,30607.0,salaried,bachelor,759.0,15347.0,1,70.0,south,0
10765,19.0,28367.0,salaried,bachelor,683.0,3418.0,1,118.0,west,0
10766,41.0,16144.0,salaried,phd,561.0,8712.0,1,68.0,west,0
10767,33.0,96406.0,salaried,highschool,745.0,56328.0,3,131.0,east,1
10768,25.0,60649.0,salaried,master,515.0,28570.0,4,35.0,north,0
10769,60.0,58980.0,salaried,bachelor,794.0,9434.0,1,122.0,east,0
10770,61.0,65112.0,salaried,highschool,668.0,32796.0,1,70.0,west,0
10771,,53549.0,salaried,master,411.0,22691.0,1,65.0,north,0
10772,43.0,35519.0,self-employed,master,619.0,9569.0,2,,central,0
10773,56.0,36979.0,salaried,bachelor,709.0,20043.0,0,41.0,north,0
10774,40.0,32410.0,salaried,bachelor,629.0,12406.0,2,36.0,east,0
10775,42.0,149847.0,salaried,highschool,714.0,78889.0,1,124.0,east,0
10776,27.0,52995.0,,highschool,573.0,23056.0,1,,west,1
10777,45.0,31828.0,salaried,highschool,532.0,7774.0,1,70.0,south,0
10778,41.0,50653.0,salaried,highschool,644.0,29759.0,2,79.0,south,0
10779,24.0,,self-employed,highschool,653.0,9333.0,1,78.0,central,0
10780,39.0,85157.0,self-employed,bachelor,619.0,30518.0,3,59.0,south,0
10781,39.0,28838.0,self-employed,highschool,760.0,8702.0,3,121.0,west,0
10782,62.0,51562.0,salaried,bachelor,573.0,8671.0,1,67.0,south,0
10783,51.0,68390.0,salaried,highschool,678.0,30304.0,2,36.0,north,0
10784,40.0,48649.0,salaried,highschool,656.0,15344.0,1,,east,0
10785,43.0,42076.0,salaried,master,510.0,23870.0,2,18.0,south,0
10786,41.0,40352.0,salaried,phd,531.0,23507.0,1,63.0,south,1
10787,38.0,39018.0,salaried,master,651.0,18878.0,2,74.0,central,0
10788,27.0,30081.0,salaried,highschool,828.0,6655.0,1,77.0,west,0
10789,38.0,,unemployed,bachelor,702.0,14682.0,0,70.0,south,0
10790,31.0,84103.0,,highschool,495.0,9269.0,2,,east,0
10791,25.0,38015.0,salaried,bachelor,370.0,19509.0,4,53.0,west,0
10792,46.0,27095.0,unemployed,master,716.0,9397.0,3,53.0,north,0
10793,45.0,31003.0,self-employed,bachelor,641.0,17621.0,1,90.0,north,0
10794,19.0,69577.0,salaried,master,753.0,20099.0,0,,east,0
10795,39.0,56264.0,self-employed,bachelor,571.0,13030.0,1,40.0,central,0
10796,52.0,53112.0,salaried,highschool,682.0,31736.0,4,27.0,central,0
10797,53.0,35286.0,self-employed,highschool,726.0,12891.0,1,147.0,east,0
10798,52.0,53460.0,salaried,master,610.0,28419.0,2,100.0,west,0
10799,40.0,29092.0,unemployed,bachelor,612.0,16161.0,0,41.0,east,0
10800,30.0,35249.0,salaried,highschool,652.0,12663.0,1,21.0,central,0
10801,27.0,65180.0,self-employed,highschool,699.0,21370.0,1,25.0,east,0
10802,44.0,62140.0,salaried,phd,649.0,23392.0,4,90.0,central,0
10803,45.0,24564.0,salaried,highschool,738.0,12868.0,3,18.0,south,0
10804,55.0,,salaried,phd,608.0,15238.0,0,53.0,central,0
10805,53.0,42377.0,self-employed,bachelor,530.0,11194.0,2,82.0,west,0
10806,,95136.0,salaried,highschool,828.0,44649.0,1,24.0,west,0
10807,25.0,15401.0,unemployed,bachelor,596.0,3738.0,1,53.0,north,0
10808,36.0,,salaried,master,599.0,18704.0,1,,central,0
10809,43.0,20171.0,,bachelor,644.0,10134.0,0,38.0,north,0
10810,38.0,29227.0,self-employed,highschool,656.0,15877.0,1,34.0,central,0
10811,,33449.0,salaried,highschool,615.0,10850.0,1,85.0,north,0
10812,43.0,,self-employed,master,648.0,9265.0,2,,central,0
10813,34.0,30733.0,self-employed,bachelor,646.0,6968.0,0,45.0,west,0
10814,32.0,40280.0,self-employed,bachelor,666.0,6715.0,6,65.0,south,0
10815,44.0,30711.0,salaried,highschool,438.0,8675.0,3,53.0,central,0
10816,35.0,19318.0,self-employed,bachelor,819.0,10354.0,1,15.0,south,0
10817,43.0,,salaried,master,637.0,18340.0,2,44.0,north,0
10818,43.0,58480.0,salaried,highschool,702.0,15126.0,0,13.0,north,0
10819,26.0,61181.0,salaried,phd,526.0,28728.0,1,39.0,central,0
10820,,18576.0,self-employed,master,608.0,3860.0,1,52.0,south,0
10821,57.0,46605.0,unemployed,highschool,589.0,10633.0,2,78.0,central,0
10822,26.0,56274.0,salaried,master,782.0,31961.0,1,,north,0
10823,18.0,23966.0,,bachelor,597.0,3374.0,1,87.0,north,0
10824,18.0,40319.0,salaried,bachelor,718.0,12391.0,1,31.0,central,0
10825,,37868.0,salaried,highschool,591.0,14707.0,2,104.0,north,0
10826,40.0,100818.0,self-employed,master,609.0,21689.0,1,112.0,west,0
10827,39.0,105056.0,self-employed,bachelor,628.0,25267.0,3,,south,0
10828,55.0,17463.0,self-employed,master,766.0,3683.0,1,17.0,east,0
10829,18.0,139660.0,self-employed,highschool,480.0,38070.0,3,51.0,north,0
10830,45.0,25397.0,salaried,highschool,532.0,13949.0,1,37.0,south,0
10831,,65535.0,salaried,phd,475.0,20695.0,3,41.0,west,0
10832,26.0,65202.0,salaried,bachelor,552.0,20142.0,1,61.0,east,1
10833,35.0,24396.0,unemployed,highschool,577.0,7155.0,0,89.0,east,1
10834,,51361.0,self-employed,master,505.0,29895.0,0,30.0,central,1
10835,29.0,38034.0,salaried,highschool,584.0,6034.0,0,97.0,east,0
10836,36.0,52953.0,salaried,master,469.0,28380.0,0,34.0,central,0
10837,57.0,45041.0,salaried,master,558.0,11872.0,1,158.0,west,1
10838,62.0,72997.0,unemployed,highschool,758.0,42211.0,1,105.0,east,1
10839,36.0,41677.0,salaried,bachelor,686.0,10737.0,4,,south,0
10840,63.0,36904.0,salaried,phd,667.0,5220.0,2,21.0,south,0
10841,40.0,69427.0,salaried,master,560.0,24995.0,1,35.0,central,0
10842,61.0,53648.0,self-employed,bachelor,512.0,11477.0,0,32.0,south,0
10843,39.0,57867.0,self-employed,bachelor,547.0,27573.0,1,73.0,west,1
10844,42.0,28788.0,salaried,bachelor,646.0,12340.0,1,13.0,north,0
10845,44.0,23798.0,self-employed,highschool,728.0,10548.0,0,18.0,south,0
10846,78.0,30216.0,salaried,bachelor,731.0,5945.0,1,,central,0
10847,50.0,29425.0,,highschool,707.0,13368.0,1,32.0,east,1
10848,32.0,59462.0,salaried,highschool,584.0,15202.0,0,39.0,central,0
10849,52.0,65381.0,salaried,bachelor,652.0,39185.0,0,81.0,south,0
10850,,37139.0,salaried,master,621.0,17303.0,1,91.0,west,0
10851,34.0,,self-employed,highschool,632.0,32439.0,1,,central,0
10852,51.0,79557.0,salaried,highschool,833.0,42449.0,2,78.0,central,0
10853,40.0,45329.0,salaried,highschool,491.0,17889.0,2,46.0,east,1
10854,43.0,26610.0,salaried,highschool,629.0,10015.0,2,44.0,west,0
10855,40.0,88229.0,salaried,phd,759.0,19292.0,0,,central,0
10856,44.0,,self-employed,bachelor,518.0,17092.0,3,24.0,central,1
10857,45.0,42748.0,salaried,highschool,592.0,12283.0,1,29.0,central,0
10858,18.0,33867.0,salaried,phd,602.0,4116.0,1,95.0,north,0
10859,48.0,25722.0,self-employed,highschool,630.0,13068.0,2,34.0,east,0
10860,28.0,19258.0,salaried,bachelor,506.0,2425.0,0,24.0,west,0
10861,23.0,55074.0,self-employed,master,704.0,24021.0,1,99.0,west,0
10862,39.0,27127.0,salaried,master,710.0,4838.0,1,59.0,north,0
10863,41.0,185306.0,unemployed,highschool,696.0,58610.0,1,10.0,east,0
10864,32.0,23318.0,self-employed,bachelor,572.0,12348.0,1,126.0,north,0
10865,50.0,21403.0,salaried,bachelor,658.0,3151.0,1,118.0,north,0
10866,24.0,51796.0,salaried,bachelor,569.0,22457.0,2,25.0,north,0
10867,35.0,86220.0,self-employed,highschool,620.0,35032.0,2,49.0,central,0
10868,33.0,41452.0,self-employed,master,844.0,22126.0,4,28.0,south,1
10869,39.0,53430.0,salaried,bachelor,659.0,9958.0,1,27.0,east,0
10870,43.0,15966.0,salaried,bachelor,543.0,7981.0,1,,south,1
10871,,28602.0,,master,666.0,9297.0,2,74.0,central,0
10872,49.0,23463.0,self-employed,master,528.0,7375.0,2,74.0,central,1
10873,41.0,15560.0,self-employed,master,542.0,4371.0,2,69.0,west,0
10874,,42552.0,salaried,highschool,556.0,12459.0,2,46.0,central,1
10875,18.0,13077.0,salaried,highschool,610.0,4707.0,2,76.0,north,0
10876,40.0,20721.0,self-employed,bachelor,734.0,3179.0,2,24.0,central,0
10877,37.0,30681.0,unemployed,highschool,702.0,9589.0,3,60.0,east,0
10878,39.0,26486.0,salaried,bachelor,697.0,11283.0,3,53.0,east,1
10879,40.0,48933.0,salaried,bachelor,551.0,17082.0,1,45.0,north,0
10880,43.0,46760.0,salaried,bachelor,601.0,8553.0,3,61.0,central,0
10881,51.0,62749.0,self-employed,highschool,674.0,17665.0,0,12.0,north,0
10882,27.0,58465.0,salaried,master,593.0,18796.0,2,,central,0
10883,26.0,70998.0,salaried,bachelor,625.0,30844.0,1,71.0,west,0
10884,27.0,40096.0,self-employed,bachelor,690.0,22068.0,2,52.0,west,1
10885,43.0,46711.0,salaried,bachelor,619.0,17525.0,2,19.0,north,1
10886,55.0,51832.0,,highschool,670.0,22712.0,1,,west,0
10887,35.0,43081.0,salaried,bachelor,793.0,5971.0,0,38.0,central,0
10888,18.0,32906.0,salaried,highschool,635.0,18994.0,1,96.0,south,1
10889,20.0,33989.0,salaried,bachelor,756.0,8756.0,2,25.0,east,0
10890,30.0,26668.0,salaried,highschool,700.0,7391.0,5,25.0,north,0
10891,33.0,49554.0,salaried,highschool,518.0,10477.0,1,65.0,east,0
10892,35.0,38292.0,salaried,highschool,551.0,5450.0,2,47.0,west,0
10893,40.0,28808.0,self-employed,highschool,575.0,14261.0,3,,south,1
10894,,28822.0,self-employed,master,573.0,6348.0,2,159.0,west,0
10895,53.0,,salaried,master,642.0,5288.0,0,75.0,north,0
10896,32.0,65475.0,self-employed,highschool,705.0,12499.0,2,,west,0
10897,30.0,41744.0,salaried,highschool,763.0,24522.0,0,17.0,east,0
10898,46.0,26072.0,self-employed,master,678.0,12789.0,1,41.0,south,1
10899,22.0,60131.0,self-employed,highschool,610.0,33971.0,3,23.0,south,0
10900,45.0,30326.0,self-employed,bachelor,463.0,16099.0,1,29.0,south,1
10901,41.0,19866.0,self-employed,highschool,656.0,10989.0,4,30.0,west,1
10902,38.0,66877.0,salaried,bachelor,652.0,22706.0,1,92.0,west,0
10903,59.0,30683.0,salaried,phd,666.0,5685.0,2,20.0,east,0
10904,33.0,,salaried,highschool,840.0,8618.0,1,,north,0
10905,65.0,40970.0,salaried,phd,762.0,10088.0,0,,south,0
10906,37.0,71061.0,self-employed,master,721.0,32586.0,2,67.0,central,1
10907,25.0,40539.0,salaried,phd,563.0,4574.0,1,28.0,east,1
10908,41.0,22036.0,salaried,master,604.0,3769.0,0,80.0,east,0
10909,27.0,52677.0,salaried,master,641.0,23254.0,0,26.0,south,1
10910,31.0,31493.0,self-employed,bachelor,580.0,5093.0,1,113.0,central,0
10911,45.0,103152.0,salaried,master,695.0,12806.0,1,93.0,south,0
10912,47.0,40112.0,salaried,highschool,682.0,6202.0,1,124.0,west,0
10913,,13128.0,self-employed,bachelor,552.0,5846.0,0,53.0,west,0
10914,52.0,47987.0,salaried,bachelor,758.0,8142.0,2,47.0,south,0
10915,54.0,106117.0,self-employed,highschool,659.0,18374.0,1,,north,0
10916,57.0,88253.0,salaried,highschool,494.0,18988.0,2,157.0,south,0
10917,46.0,100255.0,salaried,highschool,645.0,47667.0,1,73.0,south,0
10918,56.0,24104.0,unemployed,bachelor,675.0,4825.0,2,,west,0
10919,,63328.0,salaried,highschool,738.0,7453.0,0,106.0,east,0
10920,36.0,27973.0,salaried,highschool,620.0,15467.0,0,46.0,east,0
10921,30.0,44898.0,salaried,highschool,725.0,24162.0,4,7.0,east,1
10922,41.0,,unemployed,bachelor,667.0,4086.0,5,32.0,central,1
10923,33.0,29079.0,self-employed,highschool,532.0,6766.0,2,93.0,central,0
10924,38.0,28620.0,salaried,highschool,523.0,5560.0,1,67.0,north,0
10925,63.0,62899.0,salaried,highschool,751.0,28919.0,1,75.0,central,0
10926,38.0,59896.0,salaried,bachelor,758.0,13477.0,2,105.0,south,1
10927,45.0,46093.0,self-employed,highschool,679.0,26076.0,0,15.0,west,0
10928,37.0,20431.0,salaried,phd,785.0,10498.0,1,33.0,central,0
10929,41.0,34344.0,salaried,highschool,745.0,13538.0,1,54.0,east,0
10930,40.0,27638.0,salaried,highschool,712.0,2887.0,2,,west,0
10931,,61997.0,unemployed,bachelor,568.0,33592.0,3,26.0,east,1
10932,54.0,72337.0,salaried,master,806.0,33556.0,1,,north,1
10933,60.0,68063.0,salaried,bachelor,698.0,33620.0,3,52.0,north,0
10934,44.0,27512.0,unemployed,highschool,615.0,3739.0,0,32.0,south,0
10935,47.0,10201.0,salaried,bachelor,590.0,4634.0,2,,central,0
10936,26.0,16589.0,salaried,bachelor,673.0,8333.0,2,47.0,south,0
10937,39.0,81700.0,salaried,bachelor,500.0,47249.0,0,37.0,east,1
10938,51.0,32839.0,salaried,phd,713.0,12815.0,0,80.0,east,0
10939,50.0,27574.0,salaried,phd,564.0,9762.0,3,72.0,south,1
10940,43.0,91247.0,salaried,bachelor,683.0,28533.0,2,82.0,east,0
10941,51.0,75552.0,salaried,highschool,603.0,34047.0,2,86.0,west,0
10942,46.0,,salaried,bachelor,626.0,22769.0,1,120.0,central,0
10943,54.0,34659.0,self-employed,phd,582.0,13859.0,1,18.0,west,0
10944,43.0,,salaried,master,635.0,8026.0,1,20.0,central,0
10945,36.0,44962.0,self-employed,highschool,820.0,4891.0,1,76.0,east,0
10946,44.0,89324.0,salaried,highschool,775.0,36583.0,0,39.0,west,0
10947,18.0,49575.0,salaried,highschool,682.0,26389.0,1,36.0,north,0
10948,45.0,57700.0,salaried,master,648.0,7673.0,0,33.0,north,0
10949,18.0,72015.0,salaried,bachelor,726.0,21517.0,0,84.0,central,1
10950,19.0,22363.0,self-employed,highschool,752.0,12747.0,0,151.0,west,0
10951,45.0,58538.0,salaried,highschool,575.0,20537.0,2,86.0,north,0
10952,46.0,34638.0,self-employed,highschool,643.0,7285.0,1,38.0,east,0
10953,26.0,11407.0,unemployed,master,486.0,3158.0,1,81.0,central,0
10954,31.0,13848.0,salaried,bachelor,751.0,4211.0,1,19.0,north,0
10955,56.0,24123.0,unemployed,highschool,836.0,3827.0,1,,east,0
10956,34.0,52345.0,salaried,bachelor,657.0,22529.0,3,45.0,central,1
10957,67.0,42485.0,salaried,bachelor,459.0,16827.0,2,15.0,central,0
10958,40.0,44010.0,salaried,bachelor,705.0,18654.0,2,39.0,south,0
10959,45.0,106454.0,,master,569.0,43156.0,1,57.0,central,0
10960,,21279.0,self-employed,highschool,590.0,2305.0,1,167.0,west,1
10961,42.0,39588.0,unemployed,highschool,706.0,7412.0,0,99.0,east,0
10962,28.0,46734.0,self-employed,highschool,673.0,8542.0,2,15.0,west,0
10963,39.0,27774.0,salaried,bachelor,606.0,4138.0,6,16.0,central,0
10964,40.0,40707.0,self-employed,master,592.0,19040.0,1,32.0,south,0
10965,24.0,18034.0,unemployed,highschool,661.0,2887.0,0,132.0,north,0
10966,37.0,81223.0,self-employed,master,613.0,35259.0,1,16.0,west,1
10967,31.0,28544.0,salaried,bachelor,550.0,5400.0,2,33.0,north,0
10968,51.0,110824.0,self-employed,phd,620.0,17638.0,1,33.0,west,0
10969,40.0,39488.0,salaried,bachelor,681.0,7158.0,1,,south,0
10970,37.0,67106.0,unemployed,highschool,634.0,23769.0,0,,west,0
10971,39.0,39079.0,unemployed,master,523.0,16520.0,2,73.0,west,1
10972,,39523.0,self-employed,master,739.0,19997.0,1,,north,1
10973,47.0,29971.0,salaried,bachelor,404.0,4924.0,1,19.0,north,1
10974,28.0,42598.0,salaried,master,610.0,17384.0,2,55.0,west,0
10975,28.0,47052.0,unemployed,bachelor,594.0,22910.0,0,107.0,east,1
10976,53.0,27116.0,self-employed,bachelor,663.0,6947.0,1,127.0,north,0
10977,35.0,37702.0,self-employed,highschool,701.0,5273.0,0,64.0,central,0
10978,23.0,29583.0,unemployed,bachelor,751.0,5265.0,1,15.0,south,0
10979,45.0,126732.0,salaried,highschool,586.0,18475.0,0,65.0,central,0
10980,46.0,38374.0,self-employed,highschool,703.0,20860.0,4,47.0,north,0
10981,22.0,86909.0,salaried,highschool,668.0,25060.0,1,17.0,south,0
10982,43.0,36395.0,salaried,bachelor,496.0,13163.0,1,25.0,east,0
10983,49.0,45690.0,salaried,master,821.0,22130.0,0,28.0,east,0
10984,44.0,20730.0,salaried,highschool,521.0,5923.0,0,76.0,west,0
10985,48.0,32095.0,,bachelor,688.0,13626.0,1,124.0,north,0
10986,,44590.0,self-employed,highschool,685.0,6169.0,3,70.0,south,0
10987,44.0,88699.0,salaried,bachelor,675.0,30198.0,0,78.0,south,0
10988,36.0,44846.0,self-employed,highschool,605.0,6649.0,2,49.0,east,0
10989,34.0,80166.0,,bachelor,724.0,17969.0,1,36.0,central,1
10990,50.0,55291.0,self-employed,master,510.0,13639.0,1,71.0,east,1
10991,58.0,90554.0,salaried,bachelor,644.0,41545.0,0,61.0,central,0
10992,,38967.0,self-employed,bachelor,599.0,17031.0,1,30.0,south,0
10993,56.0,132603.0,salaried,bachelor,589.0,62793.0,1,58.0,south,0
10994,39.0,31486.0,salaried,highschool,689.0,4121.0,2,51.0,north,0
10995,44.0,27358.0,salaried,highschool,747.0,16332.0,1,42.0,south,1
10996,49.0,21916.0,salaried,highschool,619.0,2788.0,1,35.0,south,0
10997,41.0,128735.0,salaried,bachelor,720.0,66025.0,1,64.0,south,0
10998,42.0,60459.0,salaried,master,654.0,28424.0,1,36.0,west,0
10999,50.0,33960.0,salaried,bachelor,570.0,13444.0,0,152.0,east,0
11000,39.0,,self-employed,bachelor,627.0,23940.0,1,68.0,west,0
11001,31.0,56605.0,salaried,highschool,623.0,27089.0,2,,north,0
11002,35.0,107266.0,salaried,highschool,587.0,50407.0,3,46.0,central,1
11003,48.0,18510.0,salaried,master,689.0,3121.0,2,40.0,north,0
11004,40.0,35148.0,salaried,highschool,671.0,17444.0,0,13.0,north,0
11005,44.0,31848.0,salaried,bachelor,507.0,4436.0,0,,east,0
11006,48.0,14960.0,self-employed,highschool,501.0,5240.0,1,15.0,west,1
11007,36.0,68198.0,salaried,highschool,688.0,28816.0,2,15.0,south,0
11008,49.0,35059.0,salaried,highschool,577.0,17910.0,0,22.0,north,0
11009,45.0,58094.0,salaried,master,677.0,19261.0,2,101.0,central,0
11010,25.0,130599.0,salaried,highschool,720.0,28527.0,0,100.0,central,0
11011,57.0,33637.0,self-employed,bachelor,536.0,11616.0,0,32.0,west,0
11012,34.0,32514.0,salaried,highschool,523.0,7319.0,2,18.0,south,0
11013,20.0,42588.0,self-employed,bachelor,801.0,15518.0,0,,east,0
11014,27.0,65751.0,salaried,bachelor,682.0,21780.0,0,76.0,west,0
11015,28.0,30232.0,self-employed,bachelor,612.0,14821.0,2,89.0,east,0
11016,41.0,29276.0,salaried,highschool,566.0,6442.0,1,58.0,north,0
11017,37.0,68091.0,unemployed,highschool,604.0,13618.0,2,64.0,central,0
11018,36.0,48500.0,salaried,master,543.0,16349.0,1,60.0,central,1
11019,47.0,14438.0,salaried,bachelor,730.0,1808.0,2,16.0,north,0
11020,44.0,21749.0,self-employed,highschool,580.0,4669.0,1,,west,0
11021,44.0,85018.0,self-employed,bachelor,748.0,23537.0,0,127.0,central,0
11022,45.0,49068.0,salaried,highschool,614.0,16870.0,4,58.0,east,0
11023,47.0,27417.0,salaried,bachelor,556.0,6435.0,2,,north,1
11024,18.0,36857.0,salaried,bachelor,612.0,14017.0,2,,west,0
11025,36.0,40401.0,,highschool,414.0,21785.0,3,27.0,central,0
11026,18.0,57981.0,salaried,bachelor,639.0,21561.0,2,93.0,south,0
11027,40.0,20351.0,salaried,bachelor,635.0,4954.0,5,88.0,north,0
11028,40.0,26358.0,salaried,master,724.0,3453.0,2,74.0,south,0
11029,53.0,46004.0,unemployed,bachelor,480.0,7744.0,0,57.0,central,1
11030,54.0,38181.0,salaried,bachelor,755.0,14532.0,0,106.0,east,0
11031,42.0,53419.0,salaried,master,724.0,23604.0,1,112.0,north,0
11032,34.0,21704.0,unemployed,highschool,763.0,2709.0,1,,east,0
11033,46.0,47981.0,salaried,bachelor,645.0,9250.0,5,,central,0
11034,,69272.0,self-employed,highschool,741.0,17979.0,0,35.0,north,1
11035,40.0,51196.0,,highschool,518.0,13305.0,0,25.0,east,0
11036,52.0,43026.0,salaried,bachelor,714.0,24921.0,0,112.0,south,0
11037,33.0,38256.0,self-employed,highschool,581.0,7723.0,1,80.0,north,0
11038,,26438.0,unemployed,bachelor,501.0,3470.0,2,60.0,east,1
11039,48.0,38716.0,salaried,bachelor,549.0,10705.0,6,30.0,west,0
11040,29.0,75347.0,salaried,highschool,650.0,12600.0,0,114.0,west,0
11041,52.0,37816.0,self-employed,bachelor,576.0,6175.0,1,27.0,north,1
11042,48.0,25722.0,salaried,bachelor,684.0,7812.0,0,,north,0
11043,41.0,31378.0,salaried,bachelor,487.0,7945.0,0,51.0,east,1
11044,31.0,44375.0,salaried,master,459.0,6473.0,0,76.0,south,0
11045,30.0,33298.0,self-employed,highschool,774.0,13391.0,0,41.0,south,0
11046,,51157.0,self-employed,master,731.0,17948.0,0,322.0,east,1
11047,47.0,52126.0,unemployed,bachelor,556.0,7222.0,2,57.0,west,1
11048,29.0,62598.0,,highschool,650.0,33263.0,1,35.0,east,1
11049,45.0,81779.0,unemployed,bachelor,742.0,19820.0,1,38.0,central,0
11050,25.0,66034.0,salaried,highschool,688.0,38345.0,1,135.0,north,0
11051,38.0,25157.0,self-employed,highschool,663.0,14233.0,4,48.0,east,1
11052,41.0,25546.0,self-employed,highschool,749.0,8099.0,1,,east,0
11053,69.0,38643.0,salaried,master,584.0,8281.0,0,14.0,west,0
11054,23.0,32029.0,salaried,master,653.0,16573.0,3,94.0,east,1
11055,58.0,22716.0,salaried,phd,648.0,6375.0,0,,central,0
11056,42.0,,salaried,highschool,625.0,5850.0,1,81.0,central,0
11057,45.0,,self-employed,bachelor,615.0,11897.0,1,31.0,west,1
11058,41.0,28683.0,,master,657.0,9887.0,0,39.0,south,0
11059,45.0,34273.0,self-employed,highschool,653.0,17993.0,0,25.0,south,1
11060,38.0,72347.0,salaried,bachelor,556.0,33615.0,1,82.0,east,0
11061,57.0,44339.0,salaried,highschool,722.0,23857.0,2,89.0,east,0
11062,35.0,138124.0,self-employed,bachelor,562.0,64552.0,1,31.0,north,1
11063,54.0,,salaried,bachelor,630.0,18404.0,0,17.0,south,0
11064,32.0,34716.0,unemployed,highschool,623.0,12154.0,1,109.0,central,0
11065,39.0,40218.0,unemployed,highschool,682.0,23880.0,4,34.0,east,0
11066,27.0,45627.0,salaried,bachelor,459.0,26444.0,1,47.0,central,1
11067,45.0,49893.0,salaried,bachelor,730.0,26165.0,0,28.0,south,0
11068,57.0,113364.0,salaried,highschool,589.0,55283.0,2,77.0,central,0
11069,39.0,26300.0,self-employed,highschool,760.0,10225.0,5,79.0,central,1
11070,38.0,61668.0,salaried,phd,607.0,14176.0,3,119.0,south,1
11071,27.0,44528.0,unemployed,bachelor,646.0,23944.0,1,96.0,west,0
11072,37.0,,unemployed,bachelor,822.0,1929.0,0,92.0,central,0
11073,21.0,59003.0,salaried,bachelor,625.0,12610.0,1,49.0,west,0
11074,29.0,75645.0,self-employed,phd,761.0,22835.0,1,46.0,central,0
11075,43.0,26145.0,salaried,highschool,654.0,10277.0,1,77.0,north,0
11076,56.0,39956.0,salaried,highschool,687.0,15201.0,3,48.0,north,0
11077,,16938.0,salaried,bachelor,656.0,3183.0,1,98.0,north,0
11078,33.0,21388.0,self-employed,master,726.0,3260.0,2,,south,0
11079,57.0,67779.0,salaried,highschool,588.0,14313.0,1,14.0,west,0
11080,43.0,31786.0,self-employed,highschool,561.0,8721.0,0,72.0,central,0
11081,38.0,23054.0,salaried,highschool,593.0,2467.0,2,37.0,east,0
11082,45.0,45014.0,self-employed,bachelor,659.0,20087.0,2,24.0,east,0
11083,41.0,30909.0,unemployed,bachelor,630.0,6919.0,1,161.0,central,0
11084,41.0,31716.0,self-employed,bachelor,714.0,8744.0,3,52.0,east,1
11085,35.0,,salaried,highschool,767.0,15535.0,0,20.0,east,0
11086,23.0,22452.0,salaried,master,562.0,7991.0,1,34.0,north,0
11087,21.0,25523.0,salaried,highschool,584.0,13524.0,3,43.0,south,0
