customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,churn
C00802,2,85.72,179.87,month-to-month,bank-transfer,fiber-optic,0,1
C00803,54,48.18,2433.7,two-year,credit-card,fiber-optic,0,0
C00804,30,62.6,1804.75,one-year,bank-transfer,dsl,0,0
C00805,31,44.58,1515.33,month-to-month,electronic-check,dsl,0,0
C00806,39,85.68,3064.52,one-year,mailed-check,dsl,0,0
C00807,21,71.7,1487.19,month-to-month,mailed-check,fiber-optic,0,1
C00808,54,35.03,1814.19,month-to-month,mailed-check,dsl,0,1
C00809,31,69.71,1948.18,month-to-month,mailed-check,fiber-optic,0,1
C00810,57,48.01,2765.24,one-year,mailed-check,dsl,0,1
C00811,46,113.83,5288.63,month-to-month,bank-transfer,dsl,0,0
C00812,48,96.81,4480.06,one-year,credit-card,dsl,0,0
C00813,71,66.33,4683.42,one-year,bank-transfer,fiber-optic,0,1
C00814,36,72.43,2551.2,month-to-month,credit-card,fiber-optic,0,1
C00815,21,100.41,2093.58,month-to-month,credit-card,fiber-optic,0,1
C00816,52,64.79,3603.69,month-to-month,bank-transfer,none,1,0
C00817,50,92.75,4836.05,one-year,mailed-check,fiber-optic,0,1
C00818,34,114.32,3716.1,two-year,bank-transfer,dsl,0,1
C00819,24,55.27,1257.46,month-to-month,electronic-check,none,0,1
C00820,66,119.38,8234.28,one-year,credit-card,fiber-optic,0,0
C00821,18,110.65,1882.02,two-year,electronic-check,dsl,1,0
C00822,5,,418.85,one-year,electronic-check,dsl,0,0
C00823,45,56.68,2720.5,month-to-month,credit-card,fiber-optic,1,1
C00824,5,77.08,366.34,month-to-month,electronic-check,dsl,0,1
C00825,54,62.66,3587.96,two-year,bank-transfer,fiber-optic,0,0
C00826,60,46.22,2601.83,month-to-month,bank-transfer,dsl,0,0
C00827,51,85.97,3967.74,month-to-month,electronic-check,none,0,1
C00828,17,39.29,729.61,month-to-month,mailed-check,fiber-optic,0,0
C00829,67,59.84,4219.08,month-to-month,credit-card,fiber-optic,0,1
C00830,6,60.24,360.63,one-year,bank-transfer,dsl,0,0
C00831,7,29.04,217.25,two-year,bank-transfer,fiber-optic,0,0
C00832,21,89.75,1724.94,two-year,bank-transfer,none,0,1
C00833,38,63.15,2514.73,one-year,mailed-check,dsl,0,1
C00834,51,108.97,6064.41,two-year,bank-transfer,fiber-optic,1,0
C00835,20,62.66,1333.06,two-year,electronic-check,dsl,0,0
C00836,65,57.8,3705.8,two-year,electronic-check,fiber-optic,0,0
C00837,58,42.86,2409.51,two-year,credit-card,none,0,0
C00838,16,71.17,1228.11,two-year,electronic-check,fiber-optic,0,1
C00839,4,71.34,273.46,month-to-month,bank-transfer,fiber-optic,0,1
C00840,50,92.25,5016.21,month-to-month,electronic-check,dsl,0,0
C00841,12,72.01,832.99,month-to-month,mailed-check,none,0,1
C00842,20,132.82,2457.13,one-year,credit-card,fiber-optic,0,0
C00843,55,83.69,4359.63,two-year,mailed-check,dsl,0,1
C00844,13,40.39,527.18,two-year,credit-card,none,0,0
C00845,25,37.86,876.57,two-year,mailed-check,dsl,0,0
C00846,66,86.04,5542.56,two-year,bank-transfer,dsl,0,0
C00847,49,39.45,2089.97,month-to-month,bank-transfer,none,0,0
C00848,44,87.85,3551.25,month-to-month,bank-transfer,dsl,0,1
C00849,71,96.87,7035.27,one-year,mailed-check,dsl,0,0
C00850,55,97.59,5264.26,month-to-month,credit-card,dsl,0,0
C00851,33,43.92,1492.25,one-year,mailed-check,none,0,0
C00852,47,,4579.74,one-year,credit-card,dsl,0,1
C00853,38,79.68,3255.87,month-to-month,mailed-check,fiber-optic,0,0
C00854,26,51.76,1319.62,one-year,credit-card,dsl,0,0
C00855,70,65.22,4572.95,one-year,credit-card,dsl,0,1
C00856,42,84.14,3272.41,one-year,credit-card,dsl,0,0
C00857,53,49.81,2635.05,two-year,mailed-check,none,0,0
C00858,29,79.06,2115.96,month-to-month,mailed-check,fiber-optic,0,1
C00859,14,113.37,1613.54,two-year,mailed-check,none,1,0
C00860,8,98.92,779.88,month-to-month,mailed-check,fiber-optic,0,1
C00861,57,72.46,4364.27,month-to-month,mailed-check,dsl,0,0
C00862,37,,2803.43,month-to-month,mailed-check,dsl,0,0
C00863,37,53.86,2044.8,two-year,bank-transfer,fiber-optic,1,0
C00864,8,54.7,399.03,two-year,credit-card,fiber-optic,0,1
C00865,56,23.88,1393.69,month-to-month,credit-card,fiber-optic,0,1
C00866,18,77.53,1523.28,one-year,bank-transfer,dsl,0,0
C00867,43,90.47,3849.79,two-year,credit-card,fiber-optic,0,1
C00868,25,,1530.52,two-year,credit-card,dsl,0,1
C00869,16,43.68,713.37,month-to-month,mailed-check,fiber-optic,0,1
C00870,11,71.98,735.63,month-to-month,mailed-check,none,0,0
C00871,58,110.25,6353.7,month-to-month,mailed-check,dsl,0,1
C00872,6,96.94,527.25,two-year,electronic-check,dsl,0,0
C00873,0,69.12,0.0,month-to-month,mailed-check,dsl,0,1
C00874,22,131.42,3107.85,month-to-month,mailed-check,fiber-optic,0,1
C00875,63,150.0,8760.88,two-year,credit-card,fiber-optic,0,0
C00876,50,55.6,2778.86,month-to-month,mailed-check,none,0,0
C00877,58,62.62,3453.37,one-year,bank-transfer,none,1,0
C00878,14,90.8,1210.44,two-year,mailed-check,fiber-optic,0,0
C00879,69,42.61,3024.41,month-to-month,mailed-check,fiber-optic,0,1
C00880,8,95.47,801.72,month-to-month,electronic-check,dsl,0,0
C00881,2,73.04,156.99,month-to-month,bank-transfer,none,0,0
C00882,34,81.15,2636.7,one-year,electronic-check,fiber-optic,0,0
C00883,31,52.74,1494.5,month-to-month,electronic-check,dsl,0,0
C00884,20,46.37,916.67,month-to-month,bank-transfer,none,1,0
C00885,12,,183.05,month-to-month,bank-transfer,fiber-optic,0,1
C00886,23,114.54,2760.73,month-to-month,mailed-check,dsl,0,1
C00887,26,98.24,2685.15,two-year,mailed-check,fiber-optic,1,0
C00888,43,90.2,4160.7,month-to-month,credit-card,dsl,0,0
C00889,25,,1822.66,one-year,mailed-check,dsl,0,0
C00890,17,15.0,279.53,two-year,mailed-check,dsl,0,0
C00891,43,47.47,2231.64,one-year,electronic-check,fiber-optic,0,0
C00892,41,62.32,2317.68,one-year,mailed-check,dsl,0,0
C00893,31,37.56,1120.87,month-to-month,electronic-check,dsl,0,0
C00894,7,19.19,141.5,month-to-month,mailed-check,fiber-optic,0,1
C00895,69,40.68,2794.8,month-to-month,electronic-check,dsl,0,1
C00896,37,71.47,2382.55,month-to-month,electronic-check,fiber-optic,0,1
C00897,19,71.48,1318.69,two-year,bank-transfer,fiber-optic,0,0
C00898,52,97.23,5135.55,month-to-month,mailed-check,dsl,1,0
C00899,30,131.9,4257.25,month-to-month,bank-transfer,dsl,0,0
C00900,11,,1061.91,two-year,bank-transfer,dsl,0,0
C00901,50,64.73,3525.59,two-year,bank-transfer,fiber-optic,0,0
C00902,6,124.01,739.29,one-year,mailed-check,none,0,0
C00903,19,22.54,453.85,month-to-month,mailed-check,dsl,0,0
C00904,47,,648.7,one-year,mailed-check,dsl,0,0
C00905,52,43.4,2265.04,month-to-month,credit-card,dsl,0,1
C00906,71,94.37,7258.17,one-year,mailed-check,fiber-optic,0,0
C00907,51,75.06,4087.31,one-year,credit-card,dsl,0,0
C00908,16,36.15,596.41,two-year,credit-card,fiber-optic,0,0
C00909,51,48.19,2285.13,month-to-month,bank-transfer,fiber-optic,0,1
C00910,54,32.76,1656.33,two-year,credit-card,dsl,1,0
C00911,48,32.75,1628.4,month-to-month,bank-transfer,fiber-optic,1,1
C00912,53,116.53,5960.72,month-to-month,credit-card,none,0,0
C00913,58,65.7,3680.45,two-year,credit-card,dsl,0,0
C00914,40,123.09,5265.8,month-to-month,bank-transfer,fiber-optic,0,1
C00915,71,43.3,2779.43,month-to-month,bank-transfer,fiber-optic,0,1
C00916,46,84.73,3813.96,month-to-month,credit-card,dsl,1,0
C00917,3,,218.37,month-to-month,electronic-check,fiber-optic,1,1
C00918,12,96.39,1047.29,month-to-month,credit-card,dsl,0,0
C00919,35,77.64,2563.25,one-year,bank-transfer,dsl,0,0
C00920,31,99.55,2891.24,month-to-month,electronic-check,fiber-optic,0,1
C00921,58,86.63,5028.8,two-year,electronic-check,none,1,1
C00922,48,37.26,1765.39,one-year,credit-card,dsl,1,0
C00923,0,91.98,0.0,two-year,credit-card,fiber-optic,0,0
C00924,32,,2302.85,two-year,bank-transfer,dsl,0,0
C00925,39,46.7,1819.21,one-year,bank-transfer,fiber-optic,0,0
C00926,70,90.82,6534.09,month-to-month,credit-card,fiber-optic,0,1
C00927,47,97.65,4724.77,two-year,credit-card,fiber-optic,0,0
C00928,12,55.49,668.16,month-to-month,credit-card,none,1,1
C00929,13,59.48,743.09,month-to-month,electronic-check,fiber-optic,0,1
C00930,22,28.39,674.86,one-year,credit-card,dsl,0,1
C00931,28,15.86,438.54,month-to-month,bank-transfer,none,0,0
C00932,7,,445.36,one-year,credit-card,dsl,0,0
C00933,56,93.76,5312.76,two-year,bank-transfer,fiber-optic,0,1
C00934,4,52.8,225.05,one-year,bank-transfer,fiber-optic,0,1
C00935,4,112.83,454.46,month-to-month,credit-card,none,0,0
C00936,9,63.85,569.68,month-to-month,electronic-check,fiber-optic,0,1
C00937,9,63.97,571.13,month-to-month,credit-card,fiber-optic,1,1
C00938,40,61.33,2590.44,month-to-month,mailed-check,fiber-optic,0,1
C00939,58,99.45,5571.83,one-year,electronic-check,fiber-optic,1,0
C00940,67,41.23,3002.85,one-year,bank-transfer,none,0,0
C00941,58,66.13,4101.5,one-year,credit-card,dsl,0,0
C00942,49,53.58,2435.47,one-year,electronic-check,dsl,0,1
C00943,42,53.15,2150.82,month-to-month,credit-card,fiber-optic,0,1
C00944,22,71.05,1690.02,month-to-month,mailed-check,dsl,0,1
C00945,29,66.6,1845.8,one-year,credit-card,none,1,0
C00946,62,101.55,6066.5,month-to-month,electronic-check,dsl,0,1
C00947,7,69.68,460.18,month-to-month,bank-transfer,fiber-optic,0,1
C00948,59,86.65,4656.74,one-year,bank-transfer,fiber-optic,0,0
C00949,58,75.18,4341.81,month-to-month,credit-card,none,0,0
C00950,4,112.11,471.31,month-to-month,mailed-check,fiber-optic,1,1
C00951,17,60.93,1068.93,month-to-month,electronic-check,dsl,0,0
C00952,22,61.01,1215.47,month-to-month,electronic-check,dsl,0,0
C00953,65,92.35, ,one-year,mailed-check,fiber-optic,0,0
C00954,31,60.52,1812.44,month-to-month,credit-card,none,0,1
C00955,55,84.95,4804.84,two-year,electronic-check,fiber-optic,0,0
C00956,43,140.14,5911.61,month-to-month,credit-card,fiber-optic,0,1
C00957,5,40.63,222.68,month-to-month,bank-transfer,fiber-optic,0,1
C00958,48,115.95,5931.21,month-to-month,bank-transfer,fiber-optic,0,1
C00959,45,55.23,2585.13,two-year,credit-card,fiber-optic,0,0
C00960,62,110.13,6849.48,month-to-month,credit-card,dsl,1,1
C00961,66,90.58,6087.31,one-year,bank-transfer,dsl,0,0
C00962,42,88.01,3653.63,two-year,credit-card,fiber-optic,0,1
C00963,63,65.47,4367.75,month-to-month,mailed-check,fiber-optic,0,1
C00964,10,62.48,675.87,month-to-month,credit-card,dsl,0,1
C00965,44,48.34,2339.26,one-year,credit-card,none,0,0
C00966,41,70.19,2934.6,two-year,credit-card,dsl,0,0
C00967,12,64.48,801.94,month-to-month,bank-transfer,fiber-optic,1,0
C00968,38,75.73,2820.13,two-year,bank-transfer,fiber-optic,0,0
C00969,48,27.68,1198.04,one-year,mailed-check,none,0,1
C00970,29,70.68,2133.02,two-year,credit-card,none,0,1
C00971,47,107.88,5510.48,month-to-month,bank-transfer,fiber-optic,0,1
C00972,53,98.32,5585.84,month-to-month,electronic-check,fiber-optic,0,1
C00973,42,70.69,3193.81,month-to-month,bank-transfer,fiber-optic,0,0
C00974,28,146.87,4031.93,two-year,electronic-check,none,0,0
C00975,19,52.68,1043.66,month-to-month,bank-transfer,fiber-optic,0,1
C00976,47,67.4,3255.5,one-year,bank-transfer,fiber-optic,0,0
C00977,64,26.48,1708.89,month-to-month,credit-card,dsl,0,0
C00978,33,57.89,1777.29,month-to-month,electronic-check,fiber-optic,0,1
C00979,36,123.63,4518.0,month-to-month,mailed-check,dsl,0,1
C00980,65,59.04,3682.74,one-year,mailed-check,fiber-optic,0,1
C00981,21,24.17,528.13,month-to-month,mailed-check,fiber-optic,0,1
C00982,58,96.16,6073.49,two-year,credit-card,dsl,0,1
C00983,18,81.68,1537.11,one-year,bank-transfer,fiber-optic,0,0
C00984,18,94.92,1626.38,two-year,mailed-check,fiber-optic,0,0
C00985,20,61.09,1213.28,one-year,credit-card,none,0,0
C00986,3,39.79,120.91,one-year,bank-transfer,dsl,0,1
C00987,33,64.49,2224.47,one-year,mailed-check,dsl,0,1
C00988,25,86.65,2013.57,month-to-month,bank-transfer,fiber-optic,0,1
C00989,16,67.83,1090.84,month-to-month,credit-card,fiber-optic,0,1
C00990,54,81.64,4726.02,two-year,mailed-check,dsl,1,0
C00991,37,53.9,1805.72,month-to-month,bank-transfer,fiber-optic,0,1
C00992,14,82.75,1211.27,month-to-month,electronic-check,none,0,1
C00993,13,69.91,977.97,one-year,electronic-check,dsl,1,0
C00994,58,48.82,2999.29,two-year,electronic-check,fiber-optic,0,1
C00995,19,74.2,1531.53,month-to-month,mailed-check,dsl,0,0
C00996,28,58.4,1727.64,two-year,bank-transfer,none,0,1
C00997,8,88.51,710.67,month-to-month,electronic-check,none,0,1
C00998,57,96.19,5457.8,month-to-month,credit-card,fiber-optic,1,1
C00999,25,85.05,1927.08,two-year,electronic-check,none,1,0
C01000,50,20.95,946.66,month-to-month,bank-transfer,dsl,0,0
C01001,29,41.06,1223.86,one-year,electronic-check,fiber-optic,0,0
C01002,57,50.9,2771.12,two-year,electronic-check,fiber-optic,0,0
C01003,29,46.11,1285.62,month-to-month,bank-transfer,none,0,0
C01004,64,53.71,3648.86,month-to-month,bank-transfer,fiber-optic,0,1
C01005,52,97.76,4688.18,two-year,bank-transfer,dsl,0,0
C01006,34,90.96,2958.92,one-year,credit-card,dsl,1,0
C01007,34,57.28,2019.75,two-year,bank-transfer,dsl,1,0
C01008,44,87.75,3498.66,two-year,credit-card,none,0,0
C01009,49,79.87,3928.89,one-year,mailed-check,fiber-optic,0,0
C01010,50,69.01,3164.62,month-to-month,mailed-check,fiber-optic,1,1
C01011,2,104.45,219.83,month-to-month,mailed-check,dsl,0,0
C01012,19,50.16,978.71,month-to-month,mailed-check,fiber-optic,0,1
C01013,31,71.58,2267.24,month-to-month,credit-card,fiber-optic,0,1
C01014,38,38.47,1380.52,two-year,bank-transfer,fiber-optic,0,0
C01015,6,,250.23,two-year,credit-card,fiber-optic,0,0
C01016,14,29.18,392.28,two-year,mailed-check,dsl,0,1
C01017,33,40.42,1352.89,two-year,credit-card,dsl,1,0
C01018,32,72.49,2130.5,month-to-month,electronic-check,none,0,1
C01019,44,60.93,2464.17,month-to-month,mailed-check,fiber-optic,0,1
C01020,5,61.9,290.58,month-to-month,electronic-check,fiber-optic,0,1
C01021,57,61.03,3280.86,one-year,credit-card,none,0,1
C01022,21,123.18,2393.56,two-year,mailed-check,fiber-optic,0,1
C01023,39,35.88,1292.65,two-year,credit-card,fiber-optic,0,0
C01024,68,32.68,2390.49,two-year,mailed-check,fiber-optic,1,0
C01025,27,44.64,1218.38,month-to-month,electronic-check,dsl,0,0
C01026,22,67.84,1529.02,month-to-month,mailed-check,dsl,1,1
C01027,19,85.44,1554.53,month-to-month,mailed-check,none,1,0
C01028,46,88.56,3711.49,one-year,bank-transfer,fiber-optic,0,1
C01029,68,98.34,7313.34,month-to-month,mailed-check,dsl,1,1
C01030,40,66.75,2431.95,two-year,bank-transfer,none,1,0
C01031,14,58.11,866.04,month-to-month,bank-transfer,dsl,0,0
C01032,68,119.0,8359.44,one-year,electronic-check,fiber-optic,0,1
C01033,3,15.0,44.17,two-year,bank-transfer,fiber-optic,0,1
C01034,29,71.88,2187.41,month-to-month,bank-transfer,dsl,0,1
C01035,9,82.9,785.61,one-year,mailed-check,dsl,0,0
C01036,2,,271.52,two-year,credit-card,fiber-optic,0,1
C01037,71,20.18,1445.87,two-year,electronic-check,fiber-optic,0,0
C01038,6,57.4,324.66,month-to-month,credit-card,none,0,1
C01039,65,29.27,1930.28,one-year,mailed-check,none,0,0
C01040,39,16.05,575.85,month-to-month,mailed-check,dsl,0,1
C01041,23,63.86,1432.52,month-to-month,bank-transfer,dsl,0,0
C01042,62,94.99,6019.56,month-to-month,bank-transfer,fiber-optic,0,1
C01043,0,106.18,0.0,one-year,bank-transfer,fiber-optic,0,1
C01044,49,54.04,2841.51,month-to-month,bank-transfer,dsl,0,1
C01045,55,90.0,5421.04,one-year,mailed-check,dsl,1,1
C01046,26,64.07,1524.49,month-to-month,credit-card,dsl,1,0
C01047,21,86.7,1713.55,month-to-month,bank-transfer,dsl,1,0
C01048,0,104.63,0.0,one-year,electronic-check,fiber-optic,0,1
C01049,1,64.17,58.24,month-to-month,credit-card,none,0,0
C01050,3,102.31,281.94,month-to-month,credit-card,dsl,0,1
C01051,32,33.61,1161.67,month-to-month,electronic-check,fiber-optic,0,1
C01052,38,89.7,3098.62,month-to-month,credit-card,fiber-optic,0,1
C01053,30,101.01,2877.27,month-to-month,bank-transfer,fiber-optic,0,1
C01054,50,97.91,4820.55,two-year,credit-card,dsl,0,0
C01055,26,34.45,809.78,one-year,mailed-check,dsl,0,0
C01056,56,63.83,3796.26,month-to-month,electronic-check,dsl,0,0
C01057,47,79.07,3961.33,month-to-month,electronic-check,fiber-optic,1,1
C01058,67,83.29,5462.98,two-year,electronic-check,fiber-optic,0,0
C01059,52,73.48,3592.88,month-to-month,credit-card,fiber-optic,0,1
C01060,9,112.88,1095.6,month-to-month,mailed-check,fiber-optic,0,1
C01061,40,31.13,1289.69,month-to-month,credit-card,dsl,0,1
C01062,47,62.79,2965.33,one-year,electronic-check,dsl,1,1
C01063,1,19.37,18.95,one-year,mailed-check,dsl,0,0
C01064,3,88.64,268.0,month-to-month,credit-card,dsl,0,1
C01065,1,86.64,82.3,month-to-month,mailed-check,dsl,0,1
C01066,12,150.0,1781.86,one-year,credit-card,none,0,0
C01067,63,100.79,6585.9,month-to-month,electronic-check,none,0,1
C01068,17,79.94,1334.9,month-to-month,credit-card,fiber-optic,0,0
C01069,13,77.65,1046.75,two-year,bank-transfer,fiber-optic,0,0
C01070,32,60.5,2028.49,month-to-month,credit-card,fiber-optic,0,1
C01071,28,73.91,2174.63,month-to-month,electronic-check,fiber-optic,0,0
C01072,71,,5635.31,one-year,credit-card,fiber-optic,0,1
C01073,7,15.0,98.37,one-year,mailed-check,dsl,0,1
C01074,60,75.91, ,month-to-month,electronic-check,none,0,1
C01075,16,73.03,1243.1,month-to-month,electronic-check,fiber-optic,0,1
C01076,22,122.62,2478.76,month-to-month,electronic-check,dsl,0,1
C01077,34,66.05,2423.54,month-to-month,bank-transfer,fiber-optic,1,1
C01078,70,47.03,3582.94,month-to-month,electronic-check,fiber-optic,0,1
C01079,16,78.06,1290.92,month-to-month,credit-card,none,1,1
C01080,24,72.23,1598.68,month-to-month,electronic-check,fiber-optic,0,1
C01081,47,,3201.32,month-to-month,electronic-check,fiber-optic,0,1
C01082,48,31.63,1474.55,month-to-month,credit-card,dsl,0,0
C01083,26,65.32,1631.61,one-year,credit-card,fiber-optic,0,0
C01084,9,52.62,429.74,one-year,bank-transfer,dsl,0,0
C01085,56,63.51,3716.23,two-year,credit-card,dsl,0,1
C01086,64,91.96,5964.23,one-year,bank-transfer,fiber-optic,1,1
C01087,43,49.76,2118.82,one-year,electronic-check,fiber-optic,1,0
C01088,62,63.36,3841.05,month-to-month,mailed-check,fiber-optic,0,1
C01089,18,86.24,1524.89,one-year,credit-card,fiber-optic,0,0
C01090,62,61.92,3802.9,month-to-month,bank-transfer,dsl,0,1
C01091,58,148.28,8561.26,two-year,bank-transfer,fiber-optic,0,0
C01092,64,77.47,4558.9,two-year,electronic-check,fiber-optic,0,0
C01093,67,32.74,2141.28,month-to-month,bank-transfer,fiber-optic,0,1
C01094,24,44.82,981.91,two-year,electronic-check,fiber-optic,0,1
C01095,8,41.8,352.87,one-year,bank-transfer,dsl,0,1
C01096,53,45.25,2408.88,one-year,electronic-check,dsl,1,1
C01097,48,86.11,4380.84,month-to-month,mailed-check,none,0,0
C01098,46,36.8,1669.08,month-to-month,bank-transfer,dsl,1,0
C01099,45,,2515.35,two-year,electronic-check,dsl,1,1
C01100,2,104.28,200.2,month-to-month,bank-transfer,dsl,0,1
C01101,48,,2472.52,month-to-month,mailed-check,fiber-optic,0,1
C01102,34,90.14,3028.08,month-to-month,bank-transfer,fiber-optic,0,0
C01103,2,19.51,41.28,month-to-month,bank-transfer,fiber-optic,0,1
C01104,61,58.88,3316.38,one-year,credit-card,none,1,0
C01105,2,43.42,85.11,one-year,credit-card,dsl,0,0
C01106,16,78.99,1160.7,two-year,electronic-check,dsl,0,0
C01107,21,38.96,800.33,one-year,mailed-check,none,0,0
C01108,56,132.09,7519.11,one-year,electronic-check,fiber-optic,0,0
C01109,5,20.82,95.12,two-year,mailed-check,none,0,0
C01110,27,104.07,2566.44,month-to-month,bank-transfer,fiber-optic,1,0
C01111,26,96.35,2620.54,one-year,electronic-check,dsl,0,0
C01112,29,79.3,2257.04,two-year,mailed-check,none,0,0
C01113,62,71.63,4309.24,one-year,credit-card,dsl,1,0
C01114,23,125.65,2997.61,one-year,electronic-check,fiber-optic,0,1
C01115,25,144.13,3303.98,month-to-month,electronic-check,dsl,1,1
C01116,29,63.78,1982.75,month-to-month,mailed-check,fiber-optic,0,1
C01117,28,74.73,2207.79,one-year,credit-card,fiber-optic,0,0
C01118,68,53.43,3552.92,one-year,bank-transfer,dsl,0,1
C01119,19,34.92,659.35,month-to-month,electronic-check,none,0,0
C01120,8,83.89,657.42,month-to-month,bank-transfer,dsl,0,1
C01121,30,77.49,2457.27,month-to-month,electronic-check,fiber-optic,0,1
C01122,6,21.69,117.9,month-to-month,credit-card,dsl,0,1
C01123,57,83.68,4933.26,month-to-month,electronic-check,fiber-optic,0,0
C01124,64,78.49,4825.24,month-to-month,bank-transfer,fiber-optic,0,1
C01125,59,51.96,3237.2,month-to-month,mailed-check,fiber-optic,0,1
C01126,57,50.0,3126.1,month-to-month,bank-transfer,fiber-optic,1,1
C01127,30,82.71,2371.71,two-year,mailed-check,fiber-optic,0,1
C01128,50,118.27,5849.28,month-to-month,bank-transfer,none,0,0
C01129,28,81.95,2316.49,one-year,credit-card,none,1,0
C01130,61,93.41,5756.46,month-to-month,credit-card,dsl,0,1
C01131,14,45.03,587.17,month-to-month,bank-transfer,fiber-optic,1,1
C01132,10,57.57,585.3,month-to-month,credit-card,dsl,0,1
C01133,70,88.24,6453.45,month-to-month,electronic-check,dsl,0,1
C01134,25,29.25,796.18,month-to-month,bank-transfer,fiber-optic,0,1
C01135,22,76.22,1752.33,month-to-month,bank-transfer,fiber-optic,0,1
C01136,48,,4154.63,month-to-month,mailed-check,fiber-optic,0,1
C01137,24,68.84,1564.11,one-year,mailed-check,fiber-optic,0,1
C01138,53,,3878.62,month-to-month,mailed-check,fiber-optic,0,1
C01139,30,71.73,2209.86,month-to-month,bank-transfer,none,0,0
C01140,56,51.34,2946.74,two-year,bank-transfer,dsl,0,0
C01141,5,34.66,185.05,month-to-month,credit-card,fiber-optic,0,1
C01142,52,67.29,3461.39,month-to-month,bank-transfer,dsl,0,0
C01143,23,109.14,2345.47,one-year,credit-card,dsl,0,0
C01144,30,,2855.57,one-year,credit-card,none,0,0
C01145,67,59.64,3977.02,one-year,bank-transfer,dsl,0,0
C01146,34,,1931.15,two-year,electronic-check,dsl,0,0
C01147,5,56.81,265.88,month-to-month,mailed-check,fiber-optic,0,1
C01148,33,56.81,1727.77,month-to-month,electronic-check,dsl,0,0
C01149,17,78.63,1313.32,two-year,mailed-check,fiber-optic,1,1
C01150,34,101.72,3346.24,one-year,credit-card,none,1,0
C01151,15,137.88,2260.73,two-year,mailed-check,fiber-optic,0,0
C01152,46,45.1,2222.71,one-year,credit-card,fiber-optic,0,0
C01153,16,89.54,1341.88,month-to-month,mailed-check,fiber-optic,0,1
C01154,33,86.27,2991.17,one-year,bank-transfer,none,0,0
C01155,68,60.11,4071.13,month-to-month,electronic-check,dsl,0,1
C01156,45,39.22,1915.29,month-to-month,bank-transfer,fiber-optic,0,0
C01157,51,78.26,4077.7,month-to-month,electronic-check,fiber-optic,0,1
C01158,55,133.6,6912.8,month-to-month,mailed-check,fiber-optic,1,1
C01159,66,78.07,4839.4,one-year,credit-card,dsl,0,0
C01160,63,46.38,3195.23,one-year,electronic-check,fiber-optic,0,0
C01161,61,65.28,4315.33,two-year,credit-card,fiber-optic,0,1
C01162,24,35.79,856.13,month-to-month,credit-card,fiber-optic,0,1
C01163,44,70.56,3144.13,month-to-month,electronic-check,dsl,0,0
C01164,58,90.5,5298.57,month-to-month,mailed-check,dsl,0,1
C01165,40,, ,month-to-month,credit-card,fiber-optic,0,1
C01166,9,15.0,134.31,month-to-month,mailed-check,fiber-optic,0,1
C01167,36,78.31,2606.27,month-to-month,credit-card,none,0,0
C01168,15,54.95,795.33,one-year,credit-card,fiber-optic,0,0
C01169,49,47.48,2358.28,month-to-month,electronic-check,dsl,0,1
C01170,61,47.22,2794.68,one-year,bank-transfer,fiber-optic,0,0
C01171,50,82.01,4357.51,month-to-month,credit-card,fiber-optic,1,1
C01172,39,57.76,2454.55,month-to-month,bank-transfer,fiber-optic,0,1
C01173,43,97.91,3993.02,two-year,credit-card,fiber-optic,1,1
C01174,38,98.57,4037.33,month-to-month,bank-transfer,dsl,0,1
C01175,32,61.88,2065.62,month-to-month,bank-transfer,dsl,0,0
C01176,16,54.37,885.11,two-year,electronic-check,dsl,0,1
C01177,48,73.83,3281.93,month-to-month,credit-card,dsl,0,0
C01178,25,65.64,1611.73,month-to-month,credit-card,fiber-optic,0,1
C01179,11,17.42,210.66,month-to-month,mailed-check,dsl,0,0
C01180,57,127.42,7478.62,one-year,electronic-check,none,0,0
C01181,39,,3631.16,one-year,bank-transfer,dsl,0,0
C01182,37,56.1,1882.76,one-year,credit-card,fiber-optic,0,0
C01183,37,15.0,535.12,two-year,bank-transfer,fiber-optic,0,0
C01184,5,64.59,322.17,month-to-month,credit-card,dsl,0,1
C01185,38,52.36,2046.08,month-to-month,bank-transfer,fiber-optic,0,1
C01186,39,68.18,2849.05,two-year,mailed-check,none,0,0
C01187,36,15.0,535.47,month-to-month,mailed-check,none,0,0
C01188,0,55.83,0.0,two-year,credit-card,dsl,0,0
C01189,54,57.66,2977.46,two-year,bank-transfer,fiber-optic,0,0
C01190,44,64.23,2621.47,two-year,bank-transfer,dsl,0,0
C01191,54,62.91,3156.5,month-to-month,credit-card,fiber-optic,0,1
C01192,36,71.57,2476.11,one-year,credit-card,dsl,0,0
C01193,23,115.64,2801.41,two-year,credit-card,none,0,0
C01194,59,54.55,3162.57,month-to-month,mailed-check,fiber-optic,0,1
C01195,25,42.67,1143.34,one-year,electronic-check,dsl,0,1
C01196,32,18.18,634.02,month-to-month,bank-transfer,none,0,0
C01197,1,54.67,50.02,month-to-month,mailed-check,fiber-optic,0,1
C01198,11,27.96,320.56,two-year,credit-card,dsl,0,0
C01199,8,98.8,724.86,two-year,electronic-check,fiber-optic,0,0
C01200,30,67.12,1841.04,month-to-month,credit-card,fiber-optic,0,1
C01201,18,98.18,1688.05,month-to-month,bank-transfer,fiber-optic,0,1
C01202,23,113.97,2412.46,one-year,electronic-check,dsl,0,1
C01203,55,44.05,2501.62,month-to-month,electronic-check,dsl,0,0
